Boyle,KY,3108,31,
Bracken,KY,494,4,
Breathitt,KY,906,6,
Breckinridge,KY,1072,9,
Bullitt,KY,6243,46,
Butler,KY,1326,23,
Caldwell,KY,1316,23,
Calloway,KY,3335,38,
Campbell,KY,7887,46,
Carlisle,KY,423,1,
Carroll,KY,868,10,
Carter,KY,1933,22,
Casey,KY,1257,34,
Christian,KY,6105,79,
Clark,KY,2369,18,
Clay,KY,2337,26,
Clinton,KY,1374,27,
Crittenden,KY,548,17,
Cumberland,KY,644,9,
Daviess,KY,9490,154,
Edmonson,KY,864,18,
Elliott,KY,934,1,
Estill,KY,957,0,
Fayette,KY,31935,223,
Fleming,KY,1066,14,
Floyd,KY,2957,29,
Franklin,KY,3557,28,
Fulton,KY,465,6,
Gallatin,KY,642,19,
Garrard,KY,1367,9,
Grant,KY,2123,12,
Graves,KY,3920,70,
Grayson,KY,1906,45,
Green,KY,1089,13,
Greenup,KY,3265,23,
Hancock,KY,799,15,
Hardin,KY,8626,86,
Harlan,KY,2348,68,
Harrison,KY,1465,9,
Hart,KY,1783,33,
Henderson,KY,4275,57,
Henry,KY,1191,7,
Hickman,KY,313,7,
Hopkins,KY,3845,128,
Jackson,KY,1181,29,
Jefferson,KY,72692,883,
Jessamine,KY,4017,49,
Johnson,KY,1708,18,
Kenton,KY,15006,123,
Knott,KY,1000,15,
Knox,KY,2806,11,
Larue,KY,1171,11,
Laurel,KY,5645,25,
Lawrence,KY,1195,17,
Lee,KY,1178,19,
Leslie,KY,756,2,
Letcher,KY,1637,18,
Lewis,KY,1078,30,
Lincoln,KY,2056,32,
Livingston,KY,741,16,
Logan,KY,2418,51,
Lyon,KY,460,13,
Madison,KY,8473,79,
Magoffin,KY,854,1,
Marion,KY,2109,23,
Marshall,KY,2468,46,
Martin,KY,906,11,
Mason,KY,1409,27,
McCracken,KY,5636,63,
McCreary,KY,1727,23,
McLean,KY,826,25,
Meade,KY,1802,13,
Menifee,KY,394,11,
Mercer,KY,2313,19,
Metcalfe,KY,931,19,
Monroe,KY,1241,38,
Montgomery,KY,2270,23,
Morgan,KY,1996,1,
Muhlenberg,KY,2701,52,
Nelson,KY,4513,31,
Nicholas,KY,437,6,
Ohio,KY,2305,47,
Oldham,KY,6766,69,
Owen,KY,616,8,
Owsley,KY,405,10,
Pendleton,KY,910,1,
Perry,KY,2201,32,
Pike,KY,4959,51,
Powell,KY,948,1,
Pulaski,KY,5655,84,
Robertson,KY,188,12,
Rockcastle,KY,1306,13,
Rowan,KY,1890,10,
Russell,KY,1703,39,
Scott,KY,3835,26,
Shelby,KY,4259,45,
Simpson,KY,1629,28,
Spencer,KY,1462,11,
Taylor,KY,2666,31,
Todd,KY,999,24,
Trigg,KY,1090,8,
Trimble,KY,589,3,
Union,KY,1254,13,
Warren,KY,14269,130,
Washington,KY,1295,29,
Wayne,KY,2054,43,
Webster,KY,1153,17,
Whitley,KY,4046,16,
Wolfe,KY,416,4,
Woodford,KY,1948,4,
Acadia,LA,5999,181,
Allen,LA,2932,84,
Ascension,LA,10812,144,
Assumption,LA,2069,33,
Avoyelles,LA,3842,117,
Beauregard,LA,2742,65,
Bienville,LA,1573,69,
Bossier,LA,12852,256,
Caddo,LA,24410,664,
Calcasieu,LA,18778,346,
Caldwell,LA,1068,25,
Cameron,LA,530,5,
Catahoula,LA,1038,33,
Claiborne,LA,1390,49,
Concordia,LA,1744,55,
De Soto,LA,2609,70,
East Baton Rouge,LA,34823,721,
East Carroll,LA,1094,23,
East Feliciana,LA,2936,104,
Evangeline,LA,3223,77,
Franklin,LA,2409,100,
Grant,LA,1976,51,
Iberia,LA,6367,143,
Iberville,LA,3390,91,
Jackson,LA,1739,45,
Jefferson,LA,43233,834,
Jefferson Davis,LA,2827,83,
LaSalle,LA,1404,33,
Lafayette,LA,21355,253,
Lafourche,LA,8921,194,
Lincoln,LA,4205,88,
Livingston,LA,12036,177,
Madison,LA,1545,31,
Morehouse,LA,2681,67,
Natchitoches,LA,3835,77,
Orleans,LA,27942,755,
Ouachita,LA,17592,404,
Plaquemines,LA,2247,23,
Pointe Coupee,LA,2325,69,
Rapides,LA,11140,290,
Red River,LA,856,35,
Richland,LA,2312,49,
Sabine,LA,2736,52,
St. Bernard,LA,3571,46,
St. Charles,LA,5023,88,
St. Helena,LA,872,8,
St. James,LA,1817,49,
St. John the Baptist,LA,3478,131,
St. Landry,LA,8175,241,
St. Martin,LA,4792,110,
St. Mary,LA,4017,119,
St. Tammany,LA,23223,475,
Tangipahoa,LA,11820,261,
Tensas,LA,356,6,
Terrebonne,LA,9281,192,
Union,LA,2287,75,
Vermilion,LA,4768,105,
Vernon,LA,2822,95,
Washington,LA,4014,120,
Webster,LA,3872,92,
West Baton Rouge,LA,2452,53,
West Carroll,LA,1152,39,
West Feliciana,LA,1105,31,
Winn,LA,1441,39,
Barnstable,MA,9736,387,
Berkshire,MA,4784,248,
Bristol,MA,54555,1456,
Dukes,MA,847,0,
Essex,MA,82069,2112,
Franklin,MA,1936,99,
Hampden,MA,40458,1298,
Hampshire,MA,7003,254,
Middlesex,MA,109093,3361,
Nantucket,MA,1146,2,
Norfolk,MA,44062,1583,
Plymouth,MA,39211,1264,
Suffolk,MA,76367,1666,
Worcester,MA,63755,1988,
Allegany,MD,6383,196,
Anne Arundel,MD,34978,518,
Baltimore,MD,49931,1243,
Baltimore city,MD,39722,867,
Calvert,MD,3603,66,
Caroline,MD,2013,18,
Carroll,MD,7411,208,
Cecil,MD,4973,116,
Charles,MD,8688,153,
Dorchester,MD,2282,43,
Frederick,MD,16638,265,
Garrett,MD,1834,59,
Harford,MD,12216,231,
Howard,MD,15467,216,
Kent,MD,1105,41,
Montgomery,MD,62279,1395,
Prince George's,MD,71846,1303,
Queen Anne's,MD,2530,38,
Somerset,MD,2361,30,
St. Mary's,MD,4979,112,
Talbot,MD,1832,31,
Washington,MD,12192,247,
Wicomico,MD,6672,141,
Worcester,MD,3221,91,
Androscoggin,ME,4666,54,
Aroostook,ME,1252,43,
Cumberland,ME,12160,176,
Franklin,ME,881,10,
Hancock,ME,867,31,
Kennebec,ME,3522,49,
Knox,ME,620,5,
Lincoln,ME,559,1,
Oxford,ME,2144,41,
Penobscot,ME,3748,76,
Piscataquis,ME,244,1,
Sagadahoc,ME,862,1,
Somerset,ME,1227,26,
Waldo,ME,570,18,
Washington,ME,699,14,
York,ME,9203,110,
Alcona,MI,427,24,
Alger,MI,581,3,
Allegan,MI,7200,118,
Alpena,MI,1462,47,
Antrim,MI,908,19,
Arenac,MI,740,24,
Baraga,MI,772,33,
Barry,MI,3690,42,
Bay,MI,7314,283,
Benzie,MI,902,31,
Berrien,MI,11376,235,
Branch,MI,4559,108,
Calhoun,MI,9404,232,
Cass,MI,3913,63,
Charlevoix,MI,1033,13,
Cheboygan,MI,911,35,
Chippewa,MI,4796,42,
Clare,MI,1591,69,
Clinton,MI,4974,69,
Crawford,MI,579,5,
Delta,MI,3110,84,
Dickinson,MI,2358,69,
Eaton,MI,6140,150,
Emmet,MI,1490,38,
Genesee,MI,25109,746,
Gladwin,MI,1466,42,
Gogebic,MI,1248,47,
Grand Traverse,MI,4173,68,
Gratiot,MI,5627,105,
Hillsdale,MI,3297,72,
Houghton,MI,2598,40,
Huron,MI,2093,58,
Ingham,MI,16080,276,
Ionia,MI,6807,73,
Iosco,MI,1274,67,
Iron,MI,926,48,
Isabella,MI,3978,73,
Jackson,MI,13946,240,
Kalamazoo,MI,14728,318,
Kalkaska,MI,580,15,
Kent,MI,51098,699,
Keweenaw,MI,137,2,
Lake,MI,356,11,
Lapeer,MI,5414,128,
Leelanau,MI,843,14,
Lenawee,MI,7576,126,
Livingston,MI,10164,136,
Luce,MI,1072,2,
Mackinac,MI,433,3,
Macomb,MI,58344,1948,
Manistee,MI,1478,23,
Marquette,MI,4786,56,
Mason,MI,1226,26,
Mecosta,MI,1992,19,
Menominee,MI,1874,37,
Midland,MI,4903,64,
Missaukee,MI,738,17,
Monroe,MI,9600,198,
Montcalm,MI,5576,92,
Montmorency,MI,357,17,
Muskegon,MI,12646,315,
Newaygo,MI,2787,49,
Oakland,MI,73653,1965,
Oceana,MI,1857,50,
Ogemaw,MI,1111,33,
Ontonagon,MI,409,20,
Osceola,MI,1034,23,
Oscoda,MI,395,19,
Otsego,MI,1151,25,
Ottawa,MI,22129,347,
Presque Isle,MI,648,28,
Roscommon,MI,1127,31,
Saginaw,MI,15761,505,
Sanilac,MI,1988,74,
Schoolcraft,MI,257,5,
Shiawassee,MI,3740,77,
St. Clair,MI,8529,252,
St. Joseph,MI,4593,82,
Tuscola,MI,3133,134,
Van Buren,MI,4924,95,
Washtenaw,MI,18852,249,
Wayne,MI,100266,4112,
Wexford,MI,1422,20,
Aitkin,MN,1163,33,
Anoka,MN,32775,382,
Becker,MN,3042,41,
Beltrami,MN,3330,48,
Benton,MN,4395,90,
Big Stone,MN,505,3,
Blue Earth,MN,5796,34,
Brown,MN,2375,37,
Carlton,MN,2973,43,
Carver,MN,7491,40,
Cass,MN,2161,24,
Chippewa,MN,1354,35,
Chisago,MN,4889,44,
Clay,MN,6780,84,
Clearwater,MN,707,14,
Cook,MN,119,0,
Cottonwood,MN,1331,20,
Crow Wing,MN,5124,80,
Dakota,MN,35459,381,
Dodge,MN,1505,4,
Douglas,MN,3882,68,
Faribault,MN,1198,16,
Fillmore,MN,1358,8,
Freeborn,MN,2746,23,
Goodhue,MN,3802,66,
Grant,MN,482,8,
Hennepin,MN,99020,1576,
Houston,MN,1555,14,
Hubbard,MN,1590,39,
Isanti,MN,3018,50,
Itasca,MN,3042,45,
Jackson,MN,917,10,
Kanabec,MN,1060,19,
Kandiyohi,MN,5743,74,
Kittson,MN,402,21,
Koochiching,MN,615,11,
Lac qui Parle,MN,676,16,
Lake,MN,714,17,
Lake of the Woods,MN,212,1,
Le Sueur,MN,2293,20,
Lincoln,MN,501,2,
Lyon,MN,3108,43,
Mahnomen,MN,432,7,
Marshall,MN,758,15,
Martin,MN,1850,27,
McLeod,MN,3352,49,
Meeker,MN,2047,34,
Mille Lacs,MN,2240,46,
Morrison,MN,3203,46,
Mower,MN,3976,31,
Murray,MN,937,8,
Nicollet,MN,2473,41,
Nobles,MN,3838,47,
Norman,MN,446,8,
Olmsted,MN,11612,88,
Otter Tail,MN,4765,70,
Pennington,MN,1229,16,
Pine,MN,2786,16,
Pipestone,MN,1003,24,
Polk,MN,3392,62,
Pope,MN,785,5,
Ramsey,MN,42468,792,
Red Lake,MN,345,4,
Redwood,MN,1454,27,
Renville,MN,1459,40,
Rice,MN,6622,89,
Rock,MN,1151,12,
Roseau,MN,1751,17,
Scott,MN,13007,104,
Sherburne,MN,8617,73,
Sibley,MN,1154,9,
St. Louis,MN,14579,262,
Stearns,MN,18595,200,
Steele,MN,2957,11,
Stevens,MN,735,8,
Swift,MN,871,18,
Todd,MN,2414,30,
Traverse,MN,300,5,
Wabasha,MN,1846,3,
Wadena,MN,1269,19,
Waseca,MN,2049,17,
Washington,MN,21665,251,
Watonwan,MN,1134,8,
Wilkin,MN,659,10,
Winona,MN,4120,48,
Wright,MN,12325,114,
Yellow Medicine,MN,971,17,
Adair,MO,2286,20,
Andrew,MO,1279,17,
Atchison,MO,290,6,
Audrain,MO,2065,57,
Barry,MO,2172,44,
Barton,MO,951,12,
Bates,MO,1068,22,
Benton,MO,1443,25,
Bollinger,MO,1051,12,
Boone,MO,17275,77,
Buchanan,MO,9976,162,
Butler,MO,3403,33,
Caldwell,MO,637,10,
Callaway,MO,4450,43,
Camden,MO,3697,80,
Cape Girardeau,MO,9250,132,
Carroll,MO,832,22,
Carter,MO,417,8,
Cass,MO,7163,84,
Cedar,MO,666,17,
Chariton,MO,415,6,
Christian,MO,8375,75,
Clark,MO,469,6,
Clay,MO,9386,141,
Clinton,MO,1518,64,
Cole,MO,8543,114,
Cooper,MO,1683,24,
Crawford,MO,2033,29,
Dade,MO,704,30,
Dallas,MO,817,22,
Daviess,MO,585,11,
DeKalb,MO,916,26,
Dent,MO,815,16,
Douglas,MO,765,23,
Dunklin,MO,2402,17,
Franklin,MO,8341,153,
Gasconade,MO,871,38,
Gentry,MO,733,20,
Greene,MO,27276,415,
Grundy,MO,825,34,
Harrison,MO,826,14,
Henry,MO,1725,36,
Hickory,MO,466,13,
Holt,MO,366,10,
Howard,MO,710,5,
Howell,MO,2789,42,
Iron,MO,463,5,
Jackson,MO,29783,369,
Jasper,MO,7350,114,
Jefferson,MO,21405,204,
Johnson,MO,3833,43,
Joplin,MO,4746,100,
Kansas City,MO,36486,497,
Knox,MO,175,2,
Laclede,MO,2907,64,
Lafayette,MO,2522,53,
Lawrence,MO,2740,71,
Lewis,MO,628,5,
Lincoln,MO,4260,32,
Linn,MO,540,11,
Livingston,MO,1321,36,
Macon,MO,1200,13,
Madison,MO,1342,16,
Maries,MO,533,7,
Marion,MO,2638,41,
McDonald,MO,2434,31,
Mercer,MO,177,2,
Miller,MO,2311,49,
Mississippi,MO,1256,24,
Moniteau,MO,1677,29,
Monroe,MO,589,10,
Montgomery,MO,565,10,
Morgan,MO,1619,39,
New Madrid,MO,1764,45,
Newton,MO,4055,64,
Nodaway,MO,2554,24,
Oregon,MO,672,3,
Osage,MO,1392,12,
Ozark,MO,547,12,
Pemiscot,MO,1408,28,
Perry,MO,2036,24,
Pettis,MO,4917,75,
Phelps,MO,2972,119,
Pike,MO,1482,21,
Platte,MO,3062,42,
Polk,MO,3211,38,
Pulaski,MO,2971,43,
Putnam,MO,223,2,
Ralls,MO,754,12,
Randolph,MO,1805,28,
Ray,MO,1469,23,
Reynolds,MO,464,4,
Ripley,MO,849,14,
Saline,MO,2411,35,
Schuyler,MO,263,3,
Scotland,MO,256,3,
Scott,MO,3794,73,
Shannon,MO,478,10,
Shelby,MO,349,6,
St. Charles,MO,42448,405,
St. Clair,MO,574,7,
St. Francois,MO,7544,102,
St. Louis,MO,87177,1915,
St. Louis city,MO,21162,409,
Ste. Genevieve,MO,1609,14,
Stoddard,MO,2295,36,
Stone,MO,2012,36,
Sullivan,MO,745,13,
Taney,MO,4539,82,
Texas,MO,1536,22,
Vernon,MO,1382,38,
Warren,MO,2618,22,
Washington,MO,2113,45,
Wayne,MO,814,10,
Webster,MO,2986,49,
Worth,MO,140,1,
Wright,MO,1364,27,
Saipan,MP,133,2,
Tinian,MP,2,0,
Adams,MS,2315,74,
Alcorn,MS,2891,60,
Amite,MS,1098,32,
Attala,MS,2056,69,
Benton,MS,923,24,
Bolivar,MS,4548,119,
Calhoun,MS,1550,26,
Carroll,MS,1169,23,
Chickasaw,MS,2000,50,
Choctaw,MS,693,16,
Claiborne,MS,973,29,
Clarke,MS,1668,70,
Clay,MS,1765,48,
Coahoma,MS,2718,65,
Copiah,MS,2722,57,
Covington,MS,2450,76,
DeSoto,MS,19351,226,
Forrest,MS,6971,135,
Franklin,MS,750,19,
George,MS,2286,45,
Greene,MS,1252,32,
Grenada,MS,2438,75,
Hancock,MS,3355,73,
Harrison,MS,16291,267,
Hinds,MS,18519,380,
Holmes,MS,1802,69,
Humphreys,MS,909,26,
Issaquena,MS,167,6,
Itawamba,MS,2877,71,
Jackson,MS,12332,215,
Jasper,MS,2091,42,
Jefferson,MS,607,27,
Jefferson Davis,MS,992,31,
Jones,MS,7772,142,
Kemper,MS,887,22,
Lafayette,MS,5675,113,
Lamar,MS,5731,77,
Lauderdale,MS,6715,223,
Lawrence,MS,1178,20,
Leake,MS,2505,69,
Lee,MS,9608,159,
Leflore,MS,3330,117,
Lincoln,MS,3413,99,
Lowndes,MS,5954,137,
Madison,MS,9333,189,
Marion,MS,2490,78,
Marshall,MS,3944,92,
Monroe,MS,3961,125,
Montgomery,MS,1199,37,
Neshoba,MS,3729,165,
Newton,MS,2201,51,
Noxubee,MS,1219,29,
Oktibbeha,MS,4371,90,
Panola,MS,4232,91,
Pearl River,MS,4023,126,
Perry,MS,1171,33,
Pike,MS,2958,91,
Pontotoc,MS,4051,66,
Prentiss,MS,2669,58,
Quitman,MS,766,14,
Rankin,MS,12476,258,
Scott,MS,2900,66,
Sharkey,MS,488,17,
Simpson,MS,2641,78,
Smith,MS,1495,29,
Stone,MS,1700,29,
Sunflower,MS,3150,84,
Tallahatchie,MS,1687,39,
Tate,MS,2975,72,
Tippah,MS,2739,64,
Tishomingo,MS,2099,65,
Tunica,MS,969,23,
Union,MS,3899,72,
Walthall,MS,1230,40,
Warren,MS,4083,113,
Washington,MS,5122,128,
Wayne,MS,2492,40,
Webster,MS,1081,29,
Wilkinson,MS,619,26,
Winston,MS,2195,74,
Yalobusha,MS,1416,36,
Yazoo,MS,2822,62,
Beaverhead,MT,860,8,
Big Horn,MT,2332,71,
Blaine,MT,692,24,
Broadwater,MT,398,5,
Carbon,MT,828,10,
Carter,MT,144,5,
Cascade,MT,7568,149,
Chouteau,MT,481,5,
Custer,MT,1130,14,
Daniels,MT,193,7,
Dawson,MT,1056,28,
Deer Lodge,MT,1022,13,
Fallon,MT,277,2,
Fergus,MT,1029,19,
Flathead,MT,10745,74,
Gallatin,MT,12082,52,
Garfield,MT,76,2,
Glacier,MT,1516,29,
Golden Valley,MT,51,2,
Granite,MT,190,2,
Hill,MT,1888,39,
Jefferson,MT,991,8,
Judith Basin,MT,85,1,
Lake,MT,1875,26,
Lewis And Clark,MT,6238,66,
Liberty,MT,118,1,
Lincoln,MT,1476,13,
Madison,MT,674,7,
McCone,MT,176,1,
Meagher,MT,123,7,
Mineral,MT,216,0,
Missoula,MT,8072,83,
Musselshell,MT,307,8,
Park,MT,1108,8,
Petroleum,MT,12,1,
Phillips,MT,494,14,
Pondera,MT,455,3,
Powder River,MT,108,6,
Powell,MT,890,7,
Prairie,MT,130,2,
Ravalli,MT,2617,28,
Richland,MT,1043,14,
Roosevelt,MT,1546,52,
Rosebud,MT,1161,44,
Sanders,MT,577,9,
Sheridan,MT,385,5,
Silver Bow,MT,3663,78,
Stillwater,MT,689,12,
Sweet Grass,MT,351,7,
Teton,MT,422,5,
Toole,MT,705,10,
Treasure,MT,53,1,
Valley,MT,806,11,
Wheatland,MT,168,6,
Wibaux,MT,117,5,
Yellowstone,MT,16056,231,
Alamance,NC,15279,217,
Alexander,NC,3825,72,
Alleghany,NC,898,4,
Anson,NC,2235,51,
Ashe,NC,1815,40,
Avery,NC,1787,20,
Beaufort,NC,4146,79,
Bertie,NC,1609,39,
Bladen,NC,2861,38,
Brunswick,NC,7723,125,
Buncombe,NC,14903,296,
Burke,NC,9042,135,
Cabarrus,NC,17893,224,
Caldwell,NC,8432,67,
Camden,NC,560,5,
Carteret,NC,4295,43,
Caswell,NC,1905,19,
Catawba,NC,17072,271,
Chatham,NC,4051,74,
Cherokee,NC,2051,17,
Chowan,NC,1334,22,
Clay,NC,642,18,
Cleveland,NC,9987,211,
Columbus,NC,5671,135,
Craven,NC,8042,113,
Cumberland,NC,23299,256,
Currituck,NC,1327,15,
Dare,NC,1831,8,
Davidson,NC,14324,149,
Davie,NC,3437,28,
Duplin,NC,5593,121,
Durham,NC,21630,206,
Edgecombe,NC,4520,99,
Forsyth,NC,30969,332,
Franklin,NC,5130,42,
Gaston,NC,23173,371,
Gates,NC,662,12,
Graham,NC,551,12,
Granville,NC,5077,76,
Greene,NC,2116,38,
Guilford,NC,38848,537,
Halifax,NC,4917,95,
Harnett,NC,9285,138,
Haywood,NC,3755,83,
Henderson,NC,8512,127,
Hertford,NC,1916,56,
Hoke,NC,4003,53,
Hyde,NC,618,8,
Iredell,NC,15945,177,
Jackson,NC,3175,48,
Johnston,NC,17460,182,
Jones,NC,687,16,
Lee,NC,5305,65,
Lenoir,NC,5303,104,
Lincoln,NC,8582,66,
Macon,NC,2516,23,
Madison,NC,1320,32,
Martin,NC,2024,37,
McDowell,NC,4703,55,
Mecklenburg,NC,94306,844,
Mitchell,NC,1227,15,
Montgomery,NC,2958,84,
Moore,NC,7699,170,
Nash,NC,9425,163,
New Hanover,NC,15645,139,
Northampton,NC,1657,28,
Onslow,NC,14315,132,
Orange,NC,7541,92,
Pamlico,NC,907,9,
Pasquotank,NC,2995,74,
Pender,NC,4503,53,
Perquimans,NC,872,7,
Person,NC,2870,60,
Pitt,NC,16996,76,
Polk,NC,1315,25,
Randolph,NC,12763,196,
Richmond,NC,4081,87,
Robeson,NC,14252,197,
Rockingham,NC,6680,59,
Rowan,NC,14479,269,
Rutherford,NC,6640,193,
Sampson,NC,6530,87,
Scotland,NC,3406,71,
Stanly,NC,6568,105,
Stokes,NC,3576,64,
Surry,NC,7180,129,
Swain,NC,1140,15,
Transylvania,NC,1848,26,
Tyrrell,NC,297,6,
Union,NC,20095,189,
Vance,NC,4146,78,
Wake,NC,73227,523,
Warren,NC,1557,18,
Washington,NC,948,28,
Watauga,NC,3798,29,
Wayne,NC,10105,208,
Wilkes,NC,5879,100,
Wilson,NC,8171,145,
Yadkin,NC,3557,45,
Yancey,NC,1401,23,
Adams,ND,265,3,
Barnes,ND,1284,31,
Benson,ND,1025,18,
Billings,ND,53,0,
Bottineau,ND,672,20,
Bowman,ND,378,4,
Burke,ND,222,1,
Burleigh,ND,14538,185,
Cass,ND,21245,193,
Cavalier,ND,415,5,
Dickey,ND,733,32,
Divide,ND,151,2,
Dunn,ND,365,7,
Eddy,ND,456,6,
Emmons,ND,406,12,
Foster,ND,555,19,
Golden Valley,ND,243,2,
Grand Forks,ND,9756,74,
Grant,ND,184,7,
Griggs,ND,305,2,
Hettinger,ND,305,4,
Kidder,ND,253,10,
LaMoure,ND,498,17,
Logan,ND,217,8,
McHenry,ND,578,21,
McIntosh,ND,320,7,
McKenzie,ND,1152,11,
McLean,ND,1205,31,
Mercer,ND,1068,9,
Morton,ND,4916,94,
Mountrail,ND,1263,17,
Nelson,ND,444,13,
Oliver,ND,150,2,
Pembina,ND,745,11,
Pierce,ND,519,24,
Ramsey,ND,1599,30,
Ransom,ND,608,16,
Renville,ND,303,13,
Richland,ND,1721,16,
Rolette,ND,2095,28,
Sargent,ND,424,6,
Sheridan,ND,103,2,
Sioux,ND,641,11,
Slope,ND,30,0,
Stark,ND,4337,49,
Steele,ND,171,2,
Stutsman,ND,3272,77,
Towner,ND,299,11,
Traill,ND,980,18,
Walsh,ND,1743,24,
Ward,ND,9092,186,
Wells,ND,426,8,
Williams,ND,4425,36,
Adams,NE,2690,38,
Antelope,NE,465,6,
Arthur,NE,22,1,
Banner,NE,31,0,
Blaine,NE,19,0,
Boone,NE,497,4,
Box Butte,NE,891,8,
Boyd,NE,174,3,
Brown,NE,214,2,
Buffalo,NE,4990,54,
Burt,NE,603,11,
Butler,NE,812,12,
Cass,NE,2252,17,
Cedar,NE,724,11,
Chase,NE,443,3,
Cherry,NE,266,6,
Cheyenne,NE,877,16,
Clay,NE,649,11,
Colfax,NE,1541,20,
Cuming,NE,984,11,
Custer,NE,818,18,
Dakota,NE,3846,67,
Dawes,NE,681,18,
Dawson,NE,2752,29,
Deuel,NE,91,1,
Dixon,NE,561,8,
Dodge,NE,4591,52,
Douglas,NE,63238,650,
Dundy,NE,174,4,
Fillmore,NE,466,9,
Franklin,NE,229,3,
Frontier,NE,186,1,
Furnas,NE,484,4,
Gage,NE,2065,16,
Garden,NE,109,1,
Garfield,NE,143,3,
Gosper,NE,177,4,
Grant,NE,35,4,
Greeley,NE,205,2,
Hall,NE,7012,110,
Hamilton,NE,883,17,
Harlan,NE,205,0,
Hayes,NE,59,0,
Hitchcock,NE,246,4,
Holt,NE,774,15,
Hooker,NE,51,2,
Howard,NE,521,17,
Jefferson,NE,622,1,
Johnson,NE,625,8,
Kearney,NE,652,5,
Keith,NE,658,6,
Keya Paha,NE,47,0,
Kimball,NE,402,8,
Knox,NE,834,12,
Lancaster,NE,27774,214,
Lincoln,NE,3522,51,
Logan,NE,77,0,
Loup,NE,40,0,
Madison,NE,4297,44,
McPherson,NE,28,1,
Merrick,NE,738,13,
Morrill,NE,472,15,
Nance,NE,373,10,
Nemaha,NE,591,13,
Nuckolls,NE,377,1,
Otoe,NE,1289,7,
Pawnee,NE,207,1,
Perkins,NE,262,11,
Phelps,NE,913,9,
Pierce,NE,600,20,
Platte,NE,3833,47,
Polk,NE,554,18,
Red Willow,NE,1165,11,
Richardson,NE,612,17,
Rock,NE,100,2,
Saline,NE,1911,3,
Sarpy,NE,19492,105,
Saunders,NE,2296,14,
Scotts Bluff,NE,4439,92,
Seward,NE,1819,26,
Sheridan,NE,453,16,
Sherman,NE,175,4,
Sioux,NE,35,0,
Stanton,NE,345,9,
Thayer,NE,471,3,
Thomas,NE,51,1,
Thurston,NE,798,10,
Valley,NE,309,3,
Washington,NE,1995,19,
Wayne,NE,957,7,
Webster,NE,307,4,
Wheeler,NE,36,0,
York,NE,1650,13,
Belknap,NH,3041,90,
Carroll,NH,1637,6,
Cheshire,NH,2517,25,
Coos,NH,1260,35,
Grafton,NH,2437,17,
Hillsborough,NH,27762,575,
Merrimack,NH,7235,103,
Rockingham,NH,17864,205,
Strafford,NH,6676,72,
Sullivan,NH,1293,19,
Atlantic,NJ,23909,549,
Bergen,NJ,74126,2583,
Burlington,NJ,34230,729,
Camden,NJ,43042,1111,
Cape May,NJ,6902,176,
Cumberland,NJ,13871,349,
Essex,NJ,71178,2634,
Gloucester,NJ,23511,528,
Hudson,NJ,66716,1965,
Hunterdon,NJ,6615,156,
Mercer,NJ,27015,860,
Middlesex,NJ,70279,2057,
Monmouth,NJ,54467,1370,
Morris,NJ,36077,1103,
Ocean,NJ,56273,1806,
Passaic,NJ,55408,1660,
Salem,NJ,4576,160,
Somerset,NJ,21937,777,
Sussex,NJ,8750,268,
Union,NJ,55029,1732,
Warren,NJ,6736,211,
Bernalillo,NM,51644,837,
Catron,NM,83,5,
Chaves,NM,8771,146,
Cibola,NM,3346,103,
Colfax,NM,843,46,
Curry,NM,4857,64,
De Baca,NM,131,0,
Do̱a Ana,NM,22520,380,
Eddy,NM,6265,112,
Grant,NM,1449,34,
Guadalupe,NM,598,9,
Harding,NM,8,0,
Hidalgo,NM,342,9,
Lea,NM,8428,139,
Lincoln,NM,1510,15,
Los Alamos,NM,469,4,
Luna,NM,3054,73,
McKinley,NM,11930,435,
Mora,NM,153,6,
Otero,NM,4257,53,
Quay,NM,415,8,
Rio Arriba,NM,3366,62,
Roosevelt,NM,1826,50,
San Juan,NM,13398,423,
San Miguel,NM,1208,10,
Sandoval,NM,10704,192,
Santa Fe,NM,9711,132,
Sierra,NM,682,43,
Socorro,NM,1202,50,
Taos,NM,1494,49,
Torrance,NM,674,12,
Union,NM,380,9,
Valencia,NM,6332,91,
Carson City,NV,5829,114,
Churchill,NV,1878,49,
Clark,NV,223960,3749,
Douglas,NV,2475,33,
Elko,NV,4506,51,
Esmeralda,NV,37,0,
Eureka,NV,50,0,
Humboldt,NV,1046,13,
Lander,NV,441,8,
Lincoln,NV,346,1,
Lyon,NV,2705,57,
Mineral,NV,291,5,
Nye,NV,2752,93,
Pershing,NV,934,19,
Storey,NV,77,3,
Washoe,NV,42537,638,
White Pine,NV,535,5,
Albany,NY,20272,324,
Allegany,NY,2823,81,
Broome,NY,14051,328,
Cattaraugus,NY,4250,75,
Cayuga,NY,5228,87,
Chautauqua,NY,7140,119,
Chemung,NY,6345,129,
Chenango,NY,2344,68,
Clinton,NY,3352,25,
Columbia,NY,3297,93,
Cortland,NY,3060,60,
Delaware,NY,1431,32,
Dutchess,NY,21344,401,
Erie,NY,62962,1568,
Essex,NY,1280,26,
Franklin,NY,1893,12,
Fulton,NY,3139,80,
Genesee,NY,4257,118,
Greene,NY,2566,68,
Hamilton,NY,275,2,
Herkimer,NY,4489,104,
Jefferson,NY,4562,63,
Lewis,NY,1987,29,
Livingston,NY,3420,54,
Madison,NY,3740,84,
